Year ,Day,Date,Hour,NEE,Reco,GEP,LE,H,Rg,Tair,Tsoil,vpd,precip,Ustar,LAI
2006,189,7/8/2006,16.5,-0.433747023,3.957808644,4.391555667,112.5630971,127.1052675,419.1,39.35,37.19,5.442708414,0,0.440304,2.21875
2006,189,7/8/2006,17,0.091396365,3.957808644,3.866412279,103.2531184,85.22389294,283.7,39.37,37.44,5.477389584,0,0.413189,2.21875
2006,189,7/8/2006,17.5,2.69542944,3.957808644,1.262379204,-2.375810166,149.2118948,27.65,36.92,36.49,4.54286395,0,0.888133,2.21875
2006,189,7/8/2006,18,2.517796379,3.957808644,1.440012265,-9999,-60.52491301,8.36,31.7,35.4,2.692852305,0,1.04092,2.21875
2006,189,7/8/2006,18.5,10.13143462,3.957808644,-6.173625976,116.3227978,-4.106878124,-9.17,30.25,34.49,2.272327523,0,0.399534,2.21875
2006,189,7/8/2006,12,-2.668103279,3.957808644,6.625911923,221.6860947,281.6869417,752.3,36.15,33.6,4.156839974,0,0.419066,2.21875
2006,189,7/8/2006,12.5,-2.18836484,3.957808644,6.146173484,222.7050504,264.2156095,765.4,36.46,35.24,4.285985572,0,0.335674,2.21875
2006,189,7/8/2006,13.5,-3.55981806,3.957808644,7.517626704,242.0369066,305.3675569,754.2,37.79,36.55,4.807103195,0,0.256575,2.21875
2006,189,7/8/2006,14,-1.272767234,3.957808644,5.230575878,151.3115122,272.4952178,697.5,38.32,37.37,5.020637786,0,0.423271,2.21875
2006,190,7/9/2006,10.5,-5.447459776,1.283874237,6.731334013,111.1443457,88.3131412,413.7,30.53,31.2,2.019189735,0,0.268517,2.21875
2006,190,7/9/2006,11,-9.404392049,1.283874237,10.68826629,139.0336347,270.7911008,678,31.77,31.41,2.481521416,0,0.344973,2.21875
2006,190,7/9/2006,11.5,-11.26568478,1.283874237,12.54955902,209.7202736,385.0006984,668.7,32.88,31.72,2.890305305,0,0.524668,2.21875
2006,190,7/9/2006,12,-6.185620594,1.283874237,7.469494831,-9999,249.5421555,551.5,32.57,32.75,2.481509829,0,0.540316,2.21875
2006,189,7/8/2006,23,-9999,3.957808644,-9999,-9999,-14.42877082,-23.45,24.93,30.43,0.654639298,0,0.224031,2.21875
2006,189,7/8/2006,23.5,-9999,3.957808644,-9999,-9999,-12.10297021,-25.09,25.18,30.19,0.683180633,0,0.219759,2.21875
2006,190,7/9/2006,3.5,2.476275696,1.283874237,-1.192401459,0.123178318,-13.5248494,-50.36,24.41,28.69,0.669715231,0,0.192877,2.21875
2006,189,7/8/2006,22.5,-9999,3.957808644,-9999,-9999,-26.79812534,-16.65,25.27,30.78,0.752447344,0,0.287429,2.21875
2006,190,7/9/2006,7.5,-9999,1.283874237,-9999,66.14142035,64.33058565,195.9,28.61,28.66,1.537226375,0,0.196948,2.21875
2006,190,7/9/2006,8,-9999,1.283874237,-9999,99.85699262,58.20854567,245.9,28.56,28.97,1.514831399,0,0.185287,2.21875
2006,190,7/9/2006,8.5,-9.504902565,1.283874237,10.7887768,136.9057004,125.1626576,305.1,28.53,29.22,1.461008227,0,0.293975,2.21875
2006,190,7/9/2006,9,-10.14910623,1.283874237,11.43298047,135.9607373,124.9768003,325.7,29.06,29.62,1.628085903,0,0.225129,2.21875
2006,190,7/9/2006,9.5,-10.26829318,1.283874237,11.55216742,190.0716244,178.1312348,459.4,30.33,30.27,1.997188797,0,0.401634,2.21875
2006,190,7/9/2006,10,-10.17428052,1.283874237,11.45815476,133.8388292,123.4422228,380.7,30.39,30.82,2.008136814,0,0.36545,2.21875
2006,190,7/9/2006,17.5,3.333218099,1.283874237,-2.049343862,-9999,82.50625727,-12.33,33.29,35.08,3.059135662,0,0.588607,2.3125
2006,190,7/9/2006,18,-9999,1.283874237,-9999,-9999,189.5336187,-22.42,25.95,33.98,1.219543917,1.016,1.32733,2.3125
2006,190,7/9/2006,12.5,-7.089251996,1.283874237,8.373126233,177.3094305,367.9647111,790.2,32.76,33.81,2.445550912,0,0.621113,2.3125
2006,190,7/9/2006,13,-7.618182919,1.283874237,8.902057156,177.967696,400.2852279,776.7,33.26,35.22,2.605507719,0,0.543342,2.3125
2006,190,7/9/2006,13.5,-5.547318257,1.283874237,6.831192494,204.1584064,337.2064298,762.1,33.8,35.67,2.818752456,0,0.475105,2.3125
2006,190,7/9/2006,14,-3.001644555,1.283874237,4.285518792,170.9932902,365.049578,740.3,34.48,36.52,3.053708751,0,0.578664,2.3125
2006,190,7/9/2006,14.5,-3.194913095,1.283874237,4.478787332,149.6390478,326.5072811,677,34.59,37.18,3.121335606,0,0.677523,2.3125
2006,190,7/9/2006,15,-4.538183526,1.283874237,5.822057763,176.1351191,397.5453813,646.1,34.82,37.02,3.186224623,0,0.719428,2.3125
2006,190,7/9/2006,15.5,-5.913820683,1.283874237,7.19769492,115.8395456,257.396894,591.7,34.94,36.6,3.227522726,0,0.670362,2.3125
2006,190,7/9/2006,16,-3.161222903,1.283874237,4.44509714,129.394234,192.0952852,352.1,34.91,36.19,3.268178023,0,0.625665,2.3125
2006,190,7/9/2006,16.5,-2.810532196,1.283874237,4.094406433,135.9122882,178.5253503,344.6,35.24,36.05,3.442713765,0,0.605067,2.3125
2006,190,7/9/2006,17,-1.080853961,1.283874237,2.364728198,75.00083664,95.57085146,142.1,34.88,35.74,3.353846782,0,0.600491,2.3125
2006,191,7/10/2006,6.5,10.59307867,4.263722297,-6.329356373,59.20066419,-10.30377687,15.65,22.32,25.63,0.412788414,0,0.195979,2.3125
2006,191,7/10/2006,7,-2.262567721,4.263722297,6.526290018,68.776445,1.074789556,92.6,23.43,25.72,0.575071154,0,0.158977,2.3125
2006,191,7/10/2006,7.5,-6.198506838,4.263722297,10.46222914,113.7136587,12.06317149,164.5,24.74,25.97,0.80791949,0,0.15807,2.3125
2006,191,7/10/2006,8,-8.159196429,4.263722297,12.42291873,106.1207264,69.58055727,252.8,26.01,26.18,1.037514056,0,0.154325,2.3125
2006,191,7/10/2006,8.5,-5.943816557,4.263722297,10.20753885,137.3926797,58.12277926,346.1,27.26,26.38,1.277483309,0,0.194386,2.3125
2006,191,7/10/2006,10,-9.092794555,4.263722297,13.35651685,257.3316086,107.616815,622.7,30.15,29.56,2.235612117,0,0.322586,2.3125
2006,191,7/10/2006,10.5,-7.386957818,4.263722297,11.65068012,-9999,140.6271914,667.3,30.81,29.49,2.462032189,0,0.275644,2.3125
2006,191,7/10/2006,11,-5.575319831,4.263722297,9.839042128,-9999,139.3738508,687.7,31.82,29.23,2.879895974,0,0.270582,2.3125
2006,191,7/10/2006,11.5,-5.340460914,4.263722297,9.604183211,244.076849,128.6878858,747.8,32.03,29.58,2.983430014,0,0.24982,2.3125
2006,190,7/9/2006,23,1.327593821,1.283874237,-0.043719584,43.56265668,-4.837526213,-7.114,22.53,27.57,0.250564966,0,0.176684,2.3125
2006,190,7/9/2006,23.5,-9999,1.283874237,-9999,-9999,0.61017381,-7.493,22.88,27.44,0.289394477,0,0.173636,2.3125
2006,191,7/10/2006,0.5,2.086917272,4.263722297,2.176805025,14.06209981,-2.899982922,-6.728,22.57,27.2,0.254233182,0,0.199093,2.3125
2006,190,7/9/2006,18.5,-9999,1.283874237,-9999,-9999,-26.87937624,-8.07,21.83,31.93,0.393139462,4.064,0.664981,2.3125
2006,190,7/9/2006,19,-9999,1.283874237,-9999,-9999,-16.06657039,-7.712,22.33,29.63,0.36443565,3.556,0.193878,2.3125
2006,190,7/9/2006,19.5,-9999,1.283874237,-9999,-9999,-20.78207638,-6.398,22.34,28.82,0.246083762,2.286,0.400287,2.3125
2006,190,7/9/2006,20,-9999,1.283874237,-9999,-9999,99.86114284,-7.609,22.68,28.58,0.27664395,0,0.763066,2.3125
2006,190,7/9/2006,20.5,0.047753193,1.283874237,1.236121044,-9999,-120.9399479,-8.07,22.76,28.42,0.336101242,0,0.277156,2.3125
2006,191,7/10/2006,2.5,5.903166241,4.263722297,-1.639443944,73.02697213,-22.40084598,-6.759,22.48,26.75,0.344249594,0,0.3509,2.3125
2006,191,7/10/2006,1,5.567770501,4.263722297,-1.304048204,24.96166981,-7.75656773,-7.122,22.81,27.09,0.308541079,0,0.154999,2.3125
2006,191,7/10/2006,4,4.541126884,4.263722297,-0.277404587,80.23238183,-41.12621793,-13.04,23.27,26.01,0.669244587,0,0.33017,2.3125
2006,191,7/10/2006,3,-0.272790509,4.263722297,4.536512806,85.63775504,-36.38383604,-7.29,22.33,26.49,0.41043565,0,0.488879,2.3125
2006,191,7/10/2006,3.5,4.326783976,4.263722297,-0.063061679,66.8682569,-29.75697652,-7.778,22.27,26.19,0.384565369,0,0.493477,2.3125
2006,191,7/10/2006,14.5,-3.742295042,4.263722297,8.006017339,295.6144525,199.9709389,723.3,34.83,33.7,3.784324587,0,0.263936,2.40625
2006,191,7/10/2006,14,-4.988739911,4.263722297,9.252462208,380.5502594,240.8735824,757,34.21,33.28,3.583922688,0,0.274299,2.40625
2006,191,7/10/2006,13,-4.871799499,4.263722297,9.135521796,393.5995512,214.9499102,791.1,33.5,32.94,3.355885172,0,0.237191,2.40625
2006,191,7/10/2006,13.5,-4.105403756,4.263722297,8.369126053,390.6058656,225.3834771,779.9,33.88,32.92,3.465400495,0,0.249959,2.40625
2006,192,7/11/2006,3,-9999,5.671453541,-9999,-9999,-47.13318396,-8.73,22.86,26.84,0.242003306,0.762,0.441117,2.40625
2006,192,7/11/2006,4,-9999,5.671453541,-9999,-9999,-6.216071896,-7.866,22.2,26.5,0.181089811,0.508,0.243414,2.40625
2006,192,7/11/2006,5.5,9.809429013,5.671453541,-4.137975472,38.29930006,-4.541434378,-6.509,22.57,26.25,0.203233182,0,0.190902,2.40625
2006,192,7/11/2006,7.5,0.443798712,5.671453541,5.227654829,67.08605373,0.681873802,112.6,23.46,26.36,0.293314826,0,0.153386,2.40625
2006,192,7/11/2006,8.5,-17.56112367,5.671453541,23.23257721,164.2019983,99.36528583,320,25.3,26.78,0.535220874,0,0.158853,2.40625
2006,192,7/11/2006,9,-13.67161229,5.671453541,19.34306583,128.7081455,116.6377294,481,26.82,27.41,0.796784666,0.254,0.183615,2.40625
2006,192,7/11/2006,9.5,-15.96717381,5.671453541,21.63862735,-9999,107.1514944,419.1,27.45,28.02,1.002161474,0,0.265783,2.40625
2006,192,7/11/2006,10,-17.69229407,5.671453541,23.36374761,-9999,91.61340756,458.7,27.72,28.59,1.153649632,0,0.372123,2.40625
2006,192,7/11/2006,10.5,-18.09641888,5.671453541,23.76787242,291.5935429,121.9183074,499.7,28.63,28.79,1.321792434,0,0.361314,2.40625
2006,191,7/10/2006,15,-2.323009038,4.263722297,6.586731335,277.8281633,182.3867861,674.4,35.13,33.45,3.879019521,0,0.155887,2.40625
2006,191,7/10/2006,16,-1.214202496,4.263722297,5.477924793,178.0400486,125.1537973,526.6,35.82,32.42,4.077699162,0,0.199423,2.40625
2006,191,7/10/2006,16.5,-0.497521941,4.263722297,4.761244238,289.7135042,160.3024053,441.5,35.7,32.89,4.00379524,0,0.29571,2.40625
2006,191,7/10/2006,17,-1.262815931,4.263722297,5.526538228,166.0892824,78.71268804,349.5,35.68,33.11,3.982332895,0,0.231247,2.40625
2006,191,7/10/2006,17.5,-3.123329676,4.263722297,7.387051973,135.7685111,49.98167586,253.8,35.78,32.51,4.002706421,0,0.224347,2.40625
2006,191,7/10/2006,18,1.814016261,4.263722297,2.449706036,155.099184,39.6032223,150.7,35.62,32.57,3.904982865,0,0.243717,2.40625
2006,191,7/10/2006,19.5,6.970169356,4.263722297,-2.706447059,37.33924404,-24.76676432,-49.68,32.45,31.39,2.606263468,0,0.420999,2.40625
2006,191,7/10/2006,20,7.054613821,4.263722297,-2.790891524,44.53419389,-28.97173686,-47.4,31.66,30.83,2.328213129,0,0.34227,2.40625
2006,191,7/10/2006,20.5,4.623319542,4.263722297,-0.359597245,28.24308336,-9.165890044,-35.17,31.27,30.41,2.210574628,0,0.230163,2.40625
2006,191,7/10/2006,21,4.775760274,4.263722297,-0.512037977,29.33077505,-11.63239736,-40.89,30.67,30.18,2.052487715,0,0.224492,2.40625
2006,191,7/10/2006,21.5,3.677018754,4.263722297,0.586703543,22.13535053,-14.34848893,-35.82,29.98,29.96,1.873878073,0,0.285755,2.40625
2006,191,7/10/2006,22,4.295303367,4.263722297,-0.03158107,36.14367556,-15.73895471,-35.37,29.58,29.64,1.809068779,0,0.373862,2.40625
2006,191,7/10/2006,22.5,5.274723964,4.263722297,-1.011001667,36.97170328,-14.96144811,-31.95,29.19,29.37,1.71953091,0,0.390745,2.40625
2006,191,7/10/2006,23,4.420988642,4.263722297,-0.157266345,31.17485137,-15.86058692,-40.23,28.89,29.08,1.665572765,0,0.37376,2.40625
2006,191,7/10/2006,23.5,3.417409431,4.263722297,0.846312866,10.77042093,-12.29552165,-30.89,28.57,28.86,1.545108091,0,0.396332,2.40625
2006,192,7/11/2006,0,-9999,5.671453541,-9999,-9999,-84.18694729,-18.92,27.18,28.69,1.052473415,2.286,0.419831,2.40625
2006,192,7/11/2006,0.5,-9999,5.671453541,-9999,-9999,-43.18300868,-11.8,24.03,28.04,0.383533843,3.302,0.267936,2.40625
2006,192,7/11/2006,1,-9999,5.671453541,-9999,-9999,-4.523511176,-8.94,22.73,27.63,0.239048066,0.254,0.205348,2.40625
2006,192,7/11/2006,1.5,-9999,5.671453541,-9999,-9999,-19.76744811,-6.511,23.2,27.36,0.208144156,-1.15E-13,0.449573,2.40625
2006,192,7/11/2006,2,-9999,5.671453541,-9999,-9999,-1.082131052,-6.75,22.8,27.12,0.217851322,0.254,0.365638,2.40625
2006,192,7/11/2006,11.5,-13.1334576,5.671453541,18.80491114,386.8754812,167.9212252,698,29.74,29.57,1.48055999,0,0.457293,2.40625
2006,192,7/11/2006,12,-12.64801389,5.671453541,18.31946743,445.3787328,192.1103555,685.5,30.39,30.7,1.759136814,0,0.335732,2.40625
2006,192,7/11/2006,11,-14.70765464,5.671453541,20.37910818,303.8606488,153.4875381,703,29.19,29.19,1.35753091,0,0.313007,2.40625
2006,193,7/12/2006,2,8.628633849,5.233892071,-3.394741778,36.81229634,-6.728933329,-16.92,25.55,28.21,0.483684716,0,0.154791,2.5
2006,193,7/12/2006,0.5,-9999,5.233892071,-9999,-9999,-27.0905052,-23.25,27.08,28.65,1.097308657,0,0.174706,2.5
2006,192,7/11/2006,12.5,-12.2480395,5.671453541,17.91949304,-9999,192.2113442,790.1,31,31.84,1.984667965,0,0.311947,2.5
2006,192,7/11/2006,13.5,-10.42736324,5.671453541,16.09881678,318.4798471,139.6974339,719.3,32.27,32.7,2.354759124,0,0.173062,2.5
2006,192,7/11/2006,14,-10.14173304,5.671453541,15.81318658,306.697173,109.9738925,599.4,32.57,32.52,2.420509829,0,0.263026,2.5
2006,192,7/11/2006,15,-7.046561387,5.671453541,12.71801493,310.5926208,142.0120846,645.7,33.75,32.99,2.746018936,0,0.20253,2.5
2006,192,7/11/2006,15.5,-5.111785261,5.671453541,10.7832388,281.9744675,110.295119,526.4,33.33,32.39,2.647659202,0,0.17695,2.5
2006,192,7/11/2006,16,-2.549752224,5.671453541,8.221205765,-9999,74.46579278,535.6,33.94,31.94,2.967196776,0,0.167801,2.5
2006,192,7/11/2006,16.5,-3.757117507,5.671453541,9.428571048,348.1326866,111.2129824,462.7,34.32,32.22,3.094114306,0,0.281016,2.5
2006,192,7/11/2006,17,-4.559502391,5.671453541,10.23095593,334.1337853,99.51112519,415.1,34.45,32.74,3.105568697,0,0.281297,2.5
2006,192,7/11/2006,21.5,5.671453541,5.671453541,0,35.72566927,-19.04093519,-27.07,29.7,30.17,1.577908238,0,0.200348,2.5
2006,193,7/12/2006,11.5,-9999,5.233892071,-9999,-9999,305.4492191,760,31.89,30.47,2.198675771,0,0.39934,2.5
2006,193,7/12/2006,8,-8.211566667,5.233892071,13.44545874,79.58968403,64.91682722,232.7,27.9,27.98,0.880090831,0,0.216824,2.5
2006,193,7/12/2006,8.5,-8.751493161,5.233892071,13.98538523,216.5208696,70.29267796,359.1,28.6,28.19,1.100945075,0,0.188093,2.5
2006,193,7/12/2006,9.5,-15.14427053,5.233892071,20.3781626,216.64313,175.0258191,570.4,30.07,29.46,1.47692842,0,0.328671,2.5
2006,193,7/12/2006,10,-14.19123771,5.233892071,19.42512978,297.8423596,171.6055345,569.2,30.13,30.29,1.54268382,0,0.323095,2.5
2006,193,7/12/2006,10.5,-18.21061668,5.233892071,23.44450875,314.6077435,241.1824021,615.8,30.93,30.46,1.747696163,0,0.363714,2.5
2006,193,7/12/2006,9,-15.68270183,5.233892071,20.9165939,292.533779,186.101624,464.6,29.76,28.91,1.364393122,0,0.261913,2.5
2006,193,7/12/2006,11,-9999,5.233892071,-9999,-9999,147.475902,707.5,30.99,30.55,1.761096744,0,0.409391,2.5
2006,193,7/12/2006,19.5,-9999,5.233892071,-9999,61.24908075,-10.75061959,-29.17,31.81,31.35,2.068218426,0,0.43518,2.475
2006,193,7/12/2006,20,4.250685406,5.233892071,0.983206665,37.71642233,-11.13568574,-38.62,31.32,30.96,1.973623144,0,0.371014,2.475
2006,193,7/12/2006,20.5,5.815479182,5.233892071,-0.581587111,30.28794627,-19.67702891,-35.34,31.04,30.67,1.929965605,0,0.410183,2.475
2006,193,7/12/2006,19,4.05175752,5.233892071,1.182134551,32.28356861,-10.53503885,-25.15,32.54,31.68,2.365179911,0,0.185038,2.475
2006,193,7/12/2006,21,6.801994209,5.233892071,-1.568102138,44.95973875,-16.90611861,-31.36,30.67,30.35,1.849487715,0,0.558693,2.475
2006,193,7/12/2006,21.5,5.848646244,5.233892071,-0.614754173,37.24643762,-11.63171602,-31.94,30.05,30.05,1.699019771,0,0.501724,2.475
2006,193,7/12/2006,22,3.441387942,5.233892071,1.792504129,10.56922173,-5.90384714,-35.8,29.27,29.79,1.461365508,0,0.26394,2.475
2006,193,7/12/2006,22.5,4.730606171,5.233892071,0.5032859,22.05098276,-6.965972288,-36.09,28.8,29.67,1.327790739,0,0.216462,2.475
2006,193,7/12/2006,23,4.151353599,5.233892071,1.082538472,23.41702299,-9.791176487,-36.55,28.64,29.53,1.326077195,0,0.186593,2.475
2006,193,7/12/2006,23.5,3.43624204,5.233892071,1.797650031,12.50405583,-7.924740407,-36.77,28.43,29.37,1.289338951,0,0.167464,2.475
2006,194,7/13/2006,8.5,-18.27136074,-9999,-9999,126.1767947,64.52201528,212,27.64,28.32,1.106235846,0,0.290449,2.475
2006,194,7/13/2006,9,-14.52074131,-9999,-9999,125.5501228,70.18502334,250.4,27.99,28.68,1.204947199,0,0.233347,2.475
2006,194,7/13/2006,9.5,-10.86776431,-9999,-9999,94.58697301,49.68592508,226.7,28.23,28.96,1.253343244,0,0.212362,2.475
2006,194,7/13/2006,10,-15.91136724,-9999,-9999,165.4148625,95.59344958,393,28.85,29.24,1.394324661,0,0.178645,2.475
2006,194,7/13/2006,10.5,-11.44827288,-9999,-9999,204.2704775,219.7821766,663.6,30.03,29.59,1.713116023,0,0.303884,2.475
2006,194,7/13/2006,11,-13.6281824,-9999,-9999,86.73192272,156.064301,569.8,30.55,29.99,1.822217267,0,0.324612,2.475
2006,194,7/13/2006,11.5,-14.05592512,-9999,-9999,193.1373595,302.5672065,810,31.32,30.52,1.974623144,0,0.263239,2.475
2006,194,7/13/2006,12,-9.710669196,-9999,-9999,199.1092417,194.133532,591.9,31.66,31.51,2.143213129,0,0.327096,2.475
2006,193,7/12/2006,16,-6.110919813,5.233892071,11.34481188,149.6325853,167.6961963,551.5,35.59,33.43,3.514328634,0,0.425124,2.475
2006,193,7/12/2006,16.5,-0.543539052,5.233892071,5.777431123,200.7872267,82.86902913,311.7,35.06,33.49,3.294036488,0,0.415051,2.475
2006,193,7/12/2006,17,-2.311587136,5.233892071,7.545479207,157.8653412,40.07603573,157.1,34.47,33.13,3.022660597,0,0.388703,2.475
2006,193,7/12/2006,17.5,1.357762002,5.233892071,3.876130069,61.12178126,1.771651665,42.57,33.81,32.67,2.775703449,0,0.31864,2.475
2006,193,7/12/2006,18,2.384702198,5.233892071,2.849189873,44.08217329,-6.941101938,5.786,33.28,32.22,2.60225828,0,0.235006,2.475
2006,193,7/12/2006,12,-11.1428291,5.233892071,16.37672117,321.4019992,272.4390751,788.3,32.35,31.73,2.324707114,0,0.438943,2.475
2006,193,7/12/2006,12.5,-14.63934634,5.233892071,19.87323841,454.0898564,294.7605287,698,32.77,33,2.335356224,0,0.469672,2.475
2006,193,7/12/2006,13,-13.08511695,5.233892071,18.31900902,362.6569753,313.6810754,804,33.06,33.22,2.404309189,0,0.465286,2.475
2006,193,7/12/2006,14,-8.446915423,5.233892071,13.68080749,226.947282,224.7216591,861,33.84,34.24,2.780565014,0,0.33626,2.475
2006,193,7/12/2006,14.5,-7.516800122,5.233892071,12.75069219,266.2852166,231.7685237,742.5,34.35,34.17,2.984197208,0,0.438665,2.475
2006,193,7/12/2006,15,-7.352678263,5.233892071,12.58657033,344.401324,280.6791462,692.9,34.87,33.83,3.170739358,0,0.485872,2.475
2006,193,7/12/2006,13.5,-11.17362171,5.233892071,16.40751378,-9999,291.1419702,812,33.46,33.53,2.546265957,0,0.528218,2.475
2006,193,7/12/2006,15.5,-7.15537657,5.233892071,12.38926864,261.6284056,231.416809,617.8,35.42,33.52,3.370882144,0,0.398703,2.475
2006,194,7/13/2006,15.5,-5.948120626,-9999,-9999,266.6450925,122.8070004,297.5,34.3,33.66,2.944066343,0,0.222603,2.45
2006,194,7/13/2006,16,-2.336048068,-9999,-9999,113.9965985,34.33126086,161.9,33.86,33.38,2.816479887,0,0.234028,2.45
2006,194,7/13/2006,16.5,-1.877214297,-9999,-9999,87.58468364,22.62220717,96.2,33.07,32.96,2.520155893,0,0.485397,2.45
2006,194,7/13/2006,19.5,3.856660669,-9999,-9999,-9999,4.313874959,-21.04,30.44,31.31,1.950627672,0,0.280637,2.45
2006,194,7/13/2006,20,-9999,-9999,-9999,-9999,-140.6371843,-11.59,24.33,29.82,0.711036115,7.619999999,0.724101,2.45
